t,cpu,err,log,y,p,trust,action,drift
32,54.20295118624885,0.017529733302388103,INFO ok,0,0.1,1.0,no_op,0
33,50.065825503565,0.007308603557366251,INFO ok,0,0.1,1.0,no_op,0
34,59.3789475364495,0.028678065727485394,INFO ok,0,0.1,1.0,no_op,0
35,51.03762386433409,0.024429913371554025,INFO ok,0,0.1,1.0,no_op,0
36,57.79640983838588,0.013019415076879419,INFO ok,0,0.1,1.0,no_op,0
37,51.80389329420789,0.013600494893294644,INFO ok,0,0.1,1.0,no_op,0
38,50.639683746622254,0.03441756378830471,INFO ok,0,0.1,1.0,no_op,0
39,57.6657331790108,0.007091437538119914,INFO ok,0,0.1,1.0,no_op,0
40,57.03109650599641,0.022954088137767333,INFO ok,0,0.1,1.0,no_op,0
41,50.05184735949812,0.014423204931999355,INFO ok,0,0.1,1.0,no_op,0
42,54.775806800702746,0.0214345791914163,INFO ok,0,0.1,1.0,no_op,0
43,53.71344476270159,0.032049904192992584,INFO ok,0,0.1,1.0,no_op,0
44,58.30691350347985,0.019361946225252297,INFO ok,0,0.1,1.0,no_op,0
45,49.88169483419182,0.0323359221226268,INFO ok,0,0.1,1.0,no_op,0
46,57.188918817554466,0.00718748310478369,INFO ok,0,0.1,1.0,no_op,0
47,53.780125404477985,0.0141942915301305,INFO ok,0,0.1,1.0,no_op,0
48,53.138419708282434,0.04713132408956204,INFO ok,0,0.1,1.0,no_op,0
49,54.65941974918509,0.0034233072712884123,INFO ok,0,0.1,1.0,no_op,0
50,51.05125993526832,0.03257796773416752,INFO ok,0,0.1,1.0,no_op,0
51,50.85919987603727,0.02894951865086124,INFO ok,0,0.1,1.0,no_op,0
52,51.49877241727624,0.00794901374804073,INFO ok,0,0.1,1.0,no_op,0
53,51.47535548610031,0.017645672267015466,INFO ok,0,0.1,1.0,no_op,0
54,48.27678657392337,0.030739289669909048,INFO ok,0,0.1,1.0,no_op,0
55,48.90204781978575,0.03005297967380182,INFO ok,0,0.1,1.0,no_op,0
56,54.47548131671415,0.010216172648898212,INFO ok,0,0.1,1.0,no_op,0
57,49.34981885180284,0.03193404502392934,INFO ok,0,0.1,1.0,no_op,0
58,54.445806898876775,0.00890448256825007,INFO ok,0,0.1,1.0,no_op,0
59,46.303084180945966,0.026377050661732224,INFO ok,0,0.1,1.0,no_op,0
60,45.32307572264818,0.020919442207358585,INFO ok,0,0.1,1.0,no_op,0
61,54.041886489155196,0.0027691858951267023,INFO ok,0,0.1,1.0,no_op,0
62,48.134854460893536,0.014109818525759871,INFO ok,0,0.1,1.0,no_op,0
63,49.58017525463114,0.03664117725963837,INFO ok,0,0.1,1.0,no_op,0
64,43.45142023630358,0.021769805062126987,INFO ok,0,0.1,1.0,no_op,0
65,43.02526155233998,0.012645905575042238,INFO ok,0,0.1,1.0,no_op,0
66,46.57176213939884,0.016625382587028024,INFO ok,0,0.1,1.0,no_op,0
67,47.744983213244716,0.029740958956260284,INFO ok,0,0.1,1.0,no_op,0
68,50.89184847501208,0.017781674400667972,INFO ok,0,0.1,1.0,no_op,0
69,40.79286931313349,0.029797009010924677,INFO ok,0,0.1,1.0,no_op,0
70,43.13108627775547,0.015970986808610015,INFO ok,0,0.1,1.0,no_op,0
71,40.41897669797327,0.025984440747386695,INFO ok,0,0.1,1.0,no_op,0
72,40.4392559393021,0.028872766642678065,INFO ok,0,0.1,1.0,no_op,0
73,43.23170781826173,0.024532015829514683,INFO ok,0,0.1,1.0,no_op,0
74,40.91307417254774,0.0025293678355421366,INFO ok,0,0.1,1.0,no_op,0
75,40.05532216890286,0.000633522596370558,INFO ok,0,0.1,1.0,no_op,0
76,44.15696713466511,0.026487699832301936,INFO ok,0,0.1,1.0,no_op,0
77,40.627225740476185,0.016413592929661665,INFO ok,0,0.1,1.0,no_op,0
78,38.9180155288417,0.016874787593692597,INFO ok,0,0.1,1.0,no_op,0
79,43.847006801464524,0.022818580267412812,INFO ok,0,0.1,1.0,no_op,0
80,38.135746888996565,0.025264305116570396,INFO ok,0,0.1,1.0,no_op,0
81,41.130940475688035,0.031126590838631472,INFO ok,0,0.1,1.0,no_op,0
82,40.25718558999989,0.0,INFO ok,0,0.1,1.0,no_op,0
83,37.86499019680881,0.017196302320820422,INFO ok,0,0.1,1.0,no_op,0
84,41.68307813420512,0.01169629736627018,INFO ok,0,0.1,1.0,no_op,0
85,33.5659787939491,0.02868912258192851,INFO ok,0,0.1,1.0,no_op,0
86,31.55076385757357,0.023493622797048478,INFO ok,0,0.1,1.0,no_op,0
87,36.99880961639478,0.025692355494576068,INFO ok,0,0.1,1.0,no_op,0
88,33.25773786984709,0.01881817291441395,INFO ok,0,0.1,1.0,no_op,0
89,38.39511464844395,0.013470107640065216,INFO ok,0,0.1,1.0,no_op,0
90,35.46876603925833,0.0,INFO ok,0,0.1,1.0,no_op,0
91,27.855833927040223,0.0322000982432541,INFO ok,0,0.1,1.0,no_op,0
92,34.58854869472836,0.03557147203918701,INFO ok,0,0.1,1.0,no_op,0
93,27.75190733397141,0.019255592302995228,INFO ok,0,0.1,1.0,no_op,0
94,27.642267455409854,0.01676788316962711,INFO ok,0,0.1,1.0,no_op,0
95,29.920847422906952,0.024667840433294647,INFO ok,0,0.1,1.0,no_op,0
96,33.18776694240171,0.02349987054300621,INFO ok,0,0.1,1.0,no_op,0
97,28.396393850481495,0.025245814653295333,INFO ok,0,0.1,1.0,no_op,0
98,30.586094597619606,0.030973258238019226,INFO ok,0,0.1,1.0,no_op,0
99,29.178549925869945,0.026977448845899803,INFO ok,0,0.1,1.0,no_op,0
100,33.54698797084215,0.02705878433137155,INFO ok,0,0.1,1.0,no_op,0
101,24.397298003072475,0.014431747477682862,INFO ok,0,0.1,1.0,no_op,0
102,32.30155432796454,0.010232022129371125,INFO ok,0,0.1,1.0,no_op,0
103,27.728358954986682,0.036670054635595285,INFO ok,0,0.1,1.0,no_op,0
104,30.08314591821886,0.023786502758835457,INFO ok,0,0.1,1.0,no_op,0
105,29.929304552407753,0.02868011631118305,INFO ok,0,0.1,1.0,no_op,0
106,26.940471552483892,0.03016793028472598,INFO ok,0,0.1,1.0,no_op,0
107,25.50402140267466,0.028394004716874727,INFO ok,0,0.1,1.0,no_op,0
108,28.808182260527726,0.011850352262887583,INFO ok,0,0.1,1.0,no_op,0
109,24.164234208142187,0.032379423020841104,INFO ok,0,0.1,1.0,no_op,0
110,25.527641882846844,0.017836950130919595,INFO ok,0,0.1,1.0,no_op,0
111,21.737726626146284,0.01639778641813785,INFO ok,0,0.1,1.0,no_op,0
112,23.72414482266574,0.022571008642823367,INFO ok,0,0.1,1.0,no_op,0
113,20.827826363071974,0.035191282174463996,INFO ok,0,0.1,1.0,no_op,0
114,25.615306226805764,0.0,INFO ok,0,0.1,1.0,no_op,0
115,25.41326906771541,0.012760551915948238,INFO ok,0,0.1,1.0,no_op,0
116,27.865502750006776,0.029573342872521925,INFO ok,0,0.1,1.0,no_op,0
117,22.25657639162392,0.01971446931617231,INFO ok,0,0.1,1.0,no_op,0
118,26.114793381366542,0.002296086840803971,INFO ok,0,0.1,1.0,no_op,0
119,26.641302630525722,0.02695452000490922,INFO ok,0,0.1,1.0,no_op,0
120,22.065072365216267,0.01569116213729411,INFO ok,0,0.1,1.0,no_op,0
121,28.50065723061527,0.016265124568238115,INFO ok,0,0.1,1.0,no_op,0
122,24.15348593103915,0.018711272793196825,INFO ok,0,0.1,1.0,no_op,0
123,28.665077447300845,0.005830114658497167,INFO ok,0,0.1,1.0,no_op,0
124,21.41378847827209,0.0067899665226322965,INFO ok,0,0.1,1.0,no_op,0
125,22.64141594605271,0.037581493883997605,INFO ok,0,0.1,1.0,no_op,0
126,28.82850848704429,0.02899737709035656,INFO ok,0,0.1,1.0,no_op,0
127,26.34249580898479,0.014106766034831974,INFO ok,0,0.1,1.0,no_op,0
128,28.88261741425952,0.03823477986425698,INFO ok,0,0.1,1.0,no_op,0
129,23.230326873817702,0.03069571911124437,INFO ok,0,0.1,1.0,no_op,0
130,21.928555839748622,0.022348404871491503,INFO ok,0,0.1,1.0,no_op,0
131,30.956188393049228,0.030584080871127267,INFO ok,0,0.1,1.0,no_op,0
132,30.81520546884161,0.028288806057849475,INFO ok,0,0.1,1.0,no_op,0
133,28.463033249336227,0.047867369841706114,INFO ok,0,0.1,1.0,no_op,0
134,28.709148868682234,0.019104019202359317,INFO ok,0,0.1,1.0,no_op,0
135,28.893197217910064,0.023731297418199942,INFO ok,0,0.1,1.0,no_op,0
136,26.035219000272647,0.028278174693740395,INFO ok,0,0.1,1.0,no_op,0
137,30.76847593809278,0.022366837438310548,INFO ok,0,0.1,1.0,no_op,0
138,25.348833927813825,0.006362481268698357,INFO ok,0,0.1,1.0,no_op,0
139,29.52585752718818,0.02851943188242413,INFO ok,0,0.1,1.0,no_op,0
140,26.323176389654435,0.02745985587902661,INFO ok,0,0.1,1.0,no_op,0
141,35.004019780800675,0.016227846642585163,INFO ok,0,0.1,1.0,no_op,0
142,36.17854554327746,0.0,INFO ok,0,0.1,1.0,no_op,0
143,27.174949217574838,0.0,INFO ok,0,0.1,1.0,no_op,0
144,33.0153218262058,0.020507965138315765,INFO ok,0,0.1,1.0,no_op,0
145,37.26074651022327,0.02345593133004769,INFO ok,0,0.1,1.0,no_op,0
146,30.77581067591145,0.03160643622199406,INFO ok,0,0.1,1.0,no_op,0
147,37.542451537321085,0.017364467838787027,INFO ok,0,0.1,1.0,no_op,0
148,31.7348938120128,0.010250633770075393,INFO ok,0,0.1,1.0,no_op,0
149,32.03468455624866,0.01948046125577123,INFO ok,0,0.1,1.0,no_op,0
150,36.65739484292942,0.032470861426569006,INFO ok,0,0.1,1.0,no_op,0
151,33.19947501649174,0.013531468555485123,INFO ok,0,0.1,1.0,no_op,0
152,35.36065125041191,0.016569540305752833,INFO ok,0,0.1,1.0,no_op,0
153,34.88279679962248,0.031018083142238716,INFO ok,0,0.1,1.0,no_op,0
154,41.70520254958533,0.017581568679043025,INFO ok,0,0.1,1.0,no_op,0
155,41.886764015216514,0.024622805593223246,INFO ok,0,0.1,1.0,no_op,0
156,39.37141944278648,0.015813102777725324,INFO ok,0,0.1,1.0,no_op,0
157,38.347972560558695,0.006957911014407349,INFO ok,0,0.1,1.0,no_op,0
158,37.24370754862038,0.026722233863645868,INFO ok,0,0.1,1.0,no_op,0
159,37.685634284080095,0.021349449136947213,INFO ok,0,0.1,1.0,no_op,0
160,43.33861329339373,0.02186280499267614,INFO ok,0,0.1,1.0,no_op,0
161,43.383750913339505,0.0008444507806534274,INFO ok,0,0.1,1.0,no_op,0
162,46.73125026373021,0.0,INFO ok,0,0.1,1.0,no_op,0
163,40.98654999580984,0.021127692134857778,INFO ok,0,0.1,1.0,no_op,0
164,47.274889266916304,0.022668259173300655,INFO ok,0,0.1,1.0,no_op,0
165,44.814033825629245,0.022336591025260685,INFO ok,0,0.1,1.0,no_op,0
166,49.20375404306936,0.025783566730175365,INFO ok,0,0.1,1.0,no_op,0
167,49.18615158036091,0.012000586305252272,INFO ok,0,0.1,1.0,no_op,0
168,46.408935091656176,0.03050767739390811,INFO ok,0,0.1,1.0,no_op,0
169,42.52074950706338,0.03037913914975491,INFO ok,0,0.1,1.0,no_op,0
170,42.770866496134865,0.02985264539953745,INFO ok,0,0.1,1.0,no_op,0
171,47.37719352836918,0.03105775463537043,INFO ok,0,0.1,1.0,no_op,0
172,45.43465713551008,0.01748250881527295,INFO ok,0,0.1,1.0,no_op,0
173,50.96299100450108,0.020381777765298995,INFO ok,0,0.1,1.0,no_op,0
174,45.70775463394871,0.02941322720235517,INFO ok,0,0.1,1.0,no_op,0
175,52.74686841968125,0.014115268035299975,INFO ok,0,0.1,1.0,no_op,0
176,52.093625236276566,0.03212007182296301,INFO ok,0,0.1,1.0,no_op,0
177,46.56303957136702,0.004171147431416597,INFO ok,0,0.1,1.0,no_op,0
178,51.85489044108638,0.026840952130658673,INFO ok,0,0.1,1.0,no_op,0
179,53.95479007336257,0.03783259828160654,INFO ok,0,0.1,1.0,no_op,0
180,47.55661823283803,0.026856559433817574,INFO ok,0,0.1,1.0,no_op,0
181,55.62212842540927,0.03389801698605231,INFO ok,0,0.1,1.0,no_op,0
182,52.49409402307673,0.02474552881138622,INFO ok,0,0.1,1.0,no_op,0
183,48.40301278827896,0.004551064319949798,INFO ok,0,0.1,1.0,no_op,0
184,51.463245634739884,0.022207115158313234,INFO ok,0,0.1,1.0,no_op,0
185,49.92933135771964,0.0,INFO ok,0,0.1,1.0,no_op,0
186,52.598761405024646,0.027139055377375026,INFO ok,0,0.1,1.0,no_op,0
187,49.4147239038352,0.041286747523819806,INFO ok,0,0.1,1.0,no_op,0
188,56.00853830330784,0.020624148368495927,INFO ok,0,0.1,1.0,no_op,0
189,54.22781833503689,0.017157731400276797,INFO ok,0,0.1,1.0,no_op,0
190,58.1580427241,0.0,INFO ok,0,0.1,1.0,no_op,0
191,50.274626455820005,0.026899817854606583,INFO ok,0,0.1,1.0,no_op,0
192,53.01830280040193,0.01180433018261278,INFO ok,0,0.1,1.0,no_op,0
193,57.95692331885777,0.014635730537721959,INFO ok,0,0.1,1.0,no_op,0
194,53.026502377772644,0.022497677531568977,INFO ok,0,0.1,1.0,no_op,0
195,51.78384088740892,0.016537904803430307,INFO ok,0,0.1,1.0,no_op,0
196,51.082711986398124,0.014960865812727243,INFO ok,0,0.1,1.0,no_op,0
197,50.73087050688041,0.014571749667109416,INFO ok,0,0.1,1.0,no_op,0
198,50.1873776695726,0.02902768446408381,INFO ok,0,0.1,1.0,no_op,0
199,55.02935844828353,0.021613022408201465,INFO ok,0,0.1,1.0,no_op,0
200,58.10716244564075,0.01943948673646615,INFO ok,0,0.1,1.0,no_op,0
201,54.840528519344225,0.01803657739116363,INFO ok,0,0.1,1.0,no_op,0
202,52.60492239167167,0.0009432477828651489,INFO ok,0,0.1,1.0,no_op,0
203,49.6442384429765,0.020999276739602286,INFO ok,0,0.1,1.0,no_op,0
204,50.01657828009801,0.0382421867193032,INFO ok,0,0.1,1.0,no_op,0
205,52.54061551111293,0.03096016135714701,INFO ok,0,0.1,1.0,no_op,0
206,58.5933827195537,0.011773284008921588,INFO ok,0,0.1,1.0,no_op,0
207,48.68037272470478,0.034103457428212414,INFO ok,0,0.1,1.0,no_op,0
208,57.64240889349471,0.015447152956413992,INFO ok,0,0.1,1.0,no_op,0
209,55.831916807901564,0.034173402512345366,INFO ok,0,0.1,1.0,no_op,0
210,53.14314130199787,0.03657709688240024,INFO ok,0,0.1,1.0,no_op,0
211,50.31989191783629,0.026075783267159036,INFO ok,0,0.1,1.0,no_op,0
212,52.51456188909395,0.019474202397108835,INFO ok,0,0.1,1.0,no_op,0
213,52.02851010216118,0.0255440047713831,INFO ok,0,0.1,1.0,no_op,0
214,56.1150127882919,0.03012640078532649,INFO ok,0,0.1,1.0,no_op,0
215,51.316466787120994,0.031041637897326134,INFO ok,0,0.1,1.0,no_op,0
216,54.117931191744496,0.02881741825700882,INFO ok,0,0.1,1.0,no_op,0
217,52.969521339319606,0.03021365135868772,INFO ok,0,0.1,1.0,no_op,0
218,54.48677149047525,0.024880554825305608,INFO ok,0,0.1,1.0,no_op,0
219,53.55743335910908,0.008267587512195376,INFO ok,0,0.1,1.0,no_op,0
220,48.02285849557707,0.025951223750538696,INFO ok,0,0.1,1.0,no_op,0
221,52.422805344526964,0.025501039571395913,INFO ok,0,0.1,1.0,no_op,0
222,52.21463875211477,0.036002733908803514,INFO ok,0,0.1,1.0,no_op,0
223,47.996068964612306,0.006410880731630628,INFO ok,0,0.1,1.0,no_op,0
224,50.1450082109635,0.0,INFO ok,0,0.1,1.0,no_op,0
225,46.90092933467826,0.006934777104245993,INFO ok,0,0.1,1.0,no_op,0
226,43.669265536808425,0.024881219849551425,INFO ok,0,0.1,1.0,no_op,0
227,42.67431212476644,0.019719010815206082,INFO ok,0,0.1,1.0,no_op,0
228,42.44048594629612,0.015776672894432374,INFO ok,0,0.1,1.0,no_op,0
229,48.43131358440243,0.02262114194276335,INFO ok,0,0.1,1.0,no_op,0
230,39.92734598888571,0.03235425403975811,INFO ok,0,0.1,1.0,no_op,0
231,46.503989614519156,0.016172206184796534,INFO ok,0,0.1,1.0,no_op,0
232,38.37760704629786,0.018227840861898617,INFO ok,0,0.1,1.0,no_op,0
233,43.84342100205928,0.02838059932593935,INFO ok,0,0.1,1.0,no_op,0
234,37.69552118090287,0.018516496015441284,INFO ok,0,0.1,1.0,no_op,0
235,37.342505855020114,0.014758236234146732,INFO ok,0,0.1,1.0,no_op,0
236,39.2832292534597,0.003468850301330203,INFO ok,0,0.1,1.0,no_op,0
237,41.523219542173486,0.018182777106739247,INFO ok,0,0.1,1.0,no_op,0
238,42.26814745127712,0.009030567654090804,INFO ok,0,0.1,1.0,no_op,0
239,40.54665563314702,0.023351617697705405,INFO ok,0,0.1,1.0,no_op,0
240,40.39648941235977,0.018784693694417993,INFO ok,0,0.1,1.0,no_op,0
241,36.074935747070654,0.01694529665730108,INFO ok,0,0.1,1.0,no_op,0
242,32.51577599076119,0.023114245779026977,INFO ok,0,0.1,1.0,no_op,0
243,31.528362663962294,0.03387990797064844,INFO ok,0,0.1,1.0,no_op,0
244,35.881733002135135,0.021696045076451165,INFO ok,0,0.1,1.0,no_op,0
245,36.67556775683576,0.013575020529867057,INFO ok,0,0.1,1.0,no_op,0
246,30.0850715908941,0.014110571228041106,INFO ok,0,0.1,1.0,no_op,0
247,30.71287548218188,0.010466844266725337,INFO ok,0,0.1,1.0,no_op,0
248,29.488290317455718,0.030211620741477756,INFO ok,0,0.1,1.0,no_op,0
249,37.06810886929756,0.006763075283283203,INFO ok,0,0.1,1.0,no_op,0
250,30.063996438101107,0.021458049327715407,INFO ok,0,0.1,1.0,no_op,0
251,29.196016694608296,0.01879932994045684,INFO ok,0,0.1,1.0,no_op,0
252,28.404874415420025,0.005119107712853916,INFO ok,0,0.1,1.0,no_op,0
253,32.63223285712985,0.0029511126321757515,INFO ok,0,0.1,1.0,no_op,0
254,25.370206213384286,0.02260046339312847,INFO ok,0,0.1,1.0,no_op,0
255,30.382347215728977,0.02882551741402784,INFO ok,0,0.1,1.0,no_op,0
256,31.607394825006452,0.020504596497177993,INFO ok,0,0.1,1.0,no_op,0
257,29.919911081620764,0.007202473330138268,INFO ok,0,0.1,1.0,no_op,0
258,31.81591922320226,0.025799535057742497,INFO ok,0,0.1,1.0,no_op,0
259,32.22520150862804,0.014933852751919299,INFO ok,0,0.1,1.0,no_op,0
260,28.523477823522544,0.01609246729419697,INFO ok,0,0.1,1.0,no_op,0
261,24.119476433290746,0.03964094207087945,INFO ok,0,0.1,1.0,no_op,0
262,30.64919727085892,0.010977532377722062,INFO ok,0,0.1,1.0,no_op,0
263,24.883049144017022,0.016245394924917892,INFO ok,0,0.1,1.0,no_op,0
264,28.325136396862604,0.02845865986760313,INFO ok,0,0.1,1.0,no_op,0
265,26.16773695635165,0.0,INFO ok,0,0.1,1.0,no_op,0
266,25.143581543171067,0.025842347366835057,INFO ok,0,0.1,1.0,no_op,0
267,21.554031826955285,0.03869231549014378,INFO ok,0,0.1,1.0,no_op,0
268,26.553826993789023,0.010127153959163544,INFO ok,0,0.1,1.0,no_op,0
269,25.241684015789705,0.015370035154833674,INFO ok,0,0.1,1.0,no_op,0
270,29.494750579491843,0.013164215291986452,INFO ok,0,0.1,1.0,no_op,0
271,25.302941555781118,0.0075617763346689775,INFO ok,0,0.1,1.0,no_op,0
272,28.827630429699074,0.006251086329378685,INFO ok,0,0.1,1.0,no_op,0
273,24.25317315695849,0.02691798819557962,INFO ok,0,0.1,1.0,no_op,0
274,25.128825138536982,0.028237545049539906,INFO ok,0,0.1,1.0,no_op,0
275,20.302945196422915,0.012270819882957373,INFO ok,0,0.1,1.0,no_op,0
276,21.446118222047453,0.01834217050118155,INFO ok,0,0.1,1.0,no_op,0
277,27.575810251888573,0.01700394190585514,INFO ok,0,0.1,1.0,no_op,0
278,20.866466387218242,0.006877491475988958,INFO ok,0,0.1,1.0,no_op,0
279,24.644883761738107,0.02583207785759042,INFO ok,0,0.1,1.0,no_op,0
280,27.572896761704214,0.024766580846538037,INFO ok,0,0.1,1.0,no_op,0
281,21.406484499733594,0.025370202254371834,INFO ok,0,0.1,1.0,no_op,0
282,27.411850498289013,0.0033976225631500052,INFO ok,0,0.1,1.0,no_op,0
283,26.47540736966701,0.016952065761949776,INFO ok,0,0.1,1.0,no_op,0
284,26.449186195799818,0.014167152871257551,INFO ok,0,0.1,1.0,no_op,0
285,23.35393758983617,0.005342423716350544,INFO ok,0,0.1,1.0,no_op,0
286,25.577001497585325,0.01481586352198223,INFO ok,0,0.1,1.0,no_op,0
287,26.411910378563633,0.02032509440942683,INFO ok,0,0.1,1.0,no_op,0
288,23.726606352224934,0.004191264753654181,INFO ok,0,0.1,1.0,no_op,0
289,32.0382360752623,0.02680133904764144,INFO ok,0,0.1,1.0,no_op,0
290,24.16956504519819,0.01971312730782475,INFO ok,0,0.1,1.0,no_op,0
291,32.57890239208692,0.022780508166683654,INFO ok,0,0.1,1.0,no_op,0
292,24.271843583263472,0.01867627459094693,INFO ok,0,0.1,1.0,no_op,0
293,24.515504802167854,0.013002302177705441,INFO ok,0,0.1,1.0,no_op,0
294,28.940884568536703,0.011589218160135823,INFO ok,0,0.1,1.0,no_op,0
295,25.779377282824115,0.024054916335179227,INFO ok,0,0.1,1.0,no_op,0
296,28.282993021800486,0.033562237647450525,INFO ok,0,0.1,1.0,no_op,0
297,29.598400699879726,0.005811223789642389,INFO ok,0,0.1,1.0,no_op,0
298,28.742181993346353,0.01711495364980858,INFO ok,0,0.1,1.0,no_op,0
299,29.1720994365809,0.03028942943587301,INFO ok,0,0.1,1.0,no_op,0
300,34.44685289560377,0.16272601157626798,ERROR timeout,1,0.1,1.3,no_op,0
301,35.855817241918075,0.15668283141078926,ERROR timeout,1,0.1,1.3,no_op,0
302,37.10291226910596,0.1679113194462036,ERROR timeout,1,0.1,1.3,no_op,0
303,37.27535159188524,0.16899420064968373,ERROR timeout,1,0.1,1.3,no_op,0
304,37.31164762081911,0.18040411598737233,ERROR timeout,1,0.1,1.3,no_op,0
305,39.461239461894785,0.16694925843310465,ERROR timeout,1,0.1,1.3,no_op,0
306,32.2139062770837,0.1587895832562603,ERROR timeout,1,0.1,1.3,no_op,0
307,34.34022120022004,0.16513734501169391,ERROR timeout,1,0.1,1.3,no_op,0
308,41.08541262628442,0.15988665665120308,ERROR timeout,1,0.1,1.3,no_op,0
309,40.938565208015476,0.1671120107125335,ERROR timeout,1,0.1,1.3,no_op,0
310,42.45780698984348,0.18380947127218206,ERROR timeout,1,0.1,1.3,no_op,0
311,34.43331257724104,0.16149437517312884,ERROR timeout,1,0.1,1.3,no_op,0
312,37.281941812854484,0.17775455409218086,ERROR timeout,1,0.1,1.3,no_op,0
313,41.63776306482964,0.1802110361466805,ERROR timeout,1,0.1,1.3,no_op,0
314,35.97298536631381,0.18313487676371704,ERROR timeout,1,0.1,1.3,no_op,0
315,36.09310346765642,0.18263496020889491,ERROR timeout,1,0.1,1.3,no_op,0
316,40.78389082568447,0.15890866190684547,ERROR timeout,1,0.1,1.3,no_op,0
317,37.423977541523605,0.17450620521421584,ERROR timeout,1,0.1,1.3,no_op,0
318,37.767770275914614,0.1781153828392439,ERROR timeout,1,0.1,1.3,no_op,0
319,38.856890760188236,0.17206493122881156,ERROR timeout,1,0.1,1.3,no_op,0
320,39.78169316594692,0.1649763187725689,ERROR timeout,1,0.1,1.3,no_op,0
321,49.01010585119822,0.16605136802929438,ERROR timeout,1,0.1,1.3,no_op,0
322,47.79237533856979,0.150977619325768,ERROR timeout,1,0.1,1.3,no_op,0
323,40.55798409358942,0.15999740773000465,ERROR timeout,1,0.1,1.3,no_op,0
324,50.06137026627161,0.16981683946316867,ERROR timeout,1,0.1,1.3,no_op,0
325,48.48989147468676,0.16891408207649697,ERROR timeout,1,0.1,1.3,no_op,0
326,49.30402530466749,0.16289458653623348,ERROR timeout,1,0.1,1.3,no_op,0
327,44.06995106938136,0.1744052665008959,ERROR timeout,1,0.1,1.3,no_op,0
328,46.06590259621032,0.16419969326391928,ERROR timeout,1,0.1,1.3,no_op,0
329,52.03035538854055,0.17347474570622187,ERROR timeout,1,0.1,1.3,no_op,0
330,47.8417750623217,0.18004382735274063,ERROR timeout,1,0.1,1.3,no_op,0
331,47.36590858667886,0.16502831509664587,ERROR timeout,1,0.1,1.3,no_op,0
332,53.95312828744713,0.17672720965755215,ERROR timeout,1,0.1,1.3,no_op,0
333,51.556813749110916,0.1940017352230986,ERROR timeout,1,0.1,1.3,no_op,0
334,48.739263002518356,0.1835006515438666,ERROR timeout,1,0.1,1.3,no_op,0
335,51.8804109967659,0.15892702082709148,ERROR timeout,1,0.1,1.3,no_op,0
336,47.01859053699923,0.16014749762767266,ERROR timeout,1,0.1,1.3,no_op,0
337,49.71777584681301,0.1721502607087282,ERROR timeout,1,0.1,1.3,no_op,0
338,53.80396272712952,0.1837457648162653,ERROR timeout,1,0.1,1.3,no_op,0
